election_year,state_abbrev,district_code,bioname,nominate_dim1,rep_share_house,rep_share_pres,party,republican
2016,FL,16,"BUCHANAN, Vernon G.",0.36,59.76792877206439,55.53257497414685,Republican,1
2016,FL,12,"BILIRAKIS, Gus",0.405,68.5908204366609,59.66735966735967,Republican,1
2016,FL,8,"POSEY, Bill",0.519,65.9733411846578,60.77003121748178,Republican,1
2016,FL,17,"ROONEY, Thomas J.",0.458,64.35101222788498,63.991769547325106,Republican,1
2016,FL,22,"DEUTCH, Theodore E. (Ted)",-0.401,41.06467367174782,41.922290388548056,Democrat,0
2016,FL,11,"WEBSTER, Daniel A.",0.508,67.41480264103322,66.59815005138746,Republican,1
2016,FL,15,"ROSS, Dennis",0.531,57.46120562432098,55.1975051975052,Republican,1
2016,FL,24,"WILSON, Frederica",-0.475,NA,15.564598168870802,Democrat,0
2016,FL,3,"YOHO, Ted",0.703,58.70810252558445,58.29875518672199,Republican,1
2016,FL,6,"DeSANTIS, Ron",0.663,58.56735332035,58.78099173553719,Republican,1
2016,FL,21,"FRANKEL, Lois",-0.401,35.916675795085254,40.02047082906858,Democrat,0
2016,FL,26,"CURBELO, Carlos",0.211,56.259278897136795,41.726618705035975,Republican,1
2016,FL,13,"CRIST, Charlie Joseph Jr.",-0.218,48.09690817834882,48.333333333333336,Democrat,0
2016,FL,10,"DEMINGS, Valdez Butler",-0.34,35.131328250361946,36.09100310237848,Democrat,0
2016,FL,2,"DUNN, Neal Patrick",0.537,69.21793965816676,68.38842975206612,Republican,1
2016,FL,1,"GAETZ, Matthew L. II",0.623,69.0998575243915,70.53291536050156,Republican,1
2016,FL,5,"LAWSON, Alfred Jr.",-0.257,35.76569794700106,36.93415637860082,Democrat,0
2016,FL,18,"MAST, Brian Jeffery",0.411,55.44432397924085,54.72279260780288,Republican,1
2016,FL,7,"MURPHY, Stephanie",-0.157,48.521585195491234,46.17801047120419,Democrat,0
2016,FL,19,"ROONEY, Francis",0.514,65.89548723683812,61.38002059732234,Republican,1
2016,FL,4,"RUTHERFORD, John Henry",0.399,71.7701330763835,64.55301455301455,Republican,1
2016,FL,9,"SOTO, Darren Michael",-0.381,42.5151797881452,43.32988624612202,Democrat,0
2016,FL,20,"HASTINGS, Alcee Lamar",-0.564,19.687995388384493,18.413021363173968,Democrat,0
2016,GA,5,"LEWIS, John R.",-0.589,15.560856965087225,12.280701754385973,Democrat,0
2016,GA,13,"SCOTT, David",-0.301,NA,27.254098360655732,Democrat,0
2016,GA,6,"PRICE, Tom",0.644,61.68248953236913,50.78864353312303,Republican,1
2016,GA,4,"JOHNSON, Hank",-0.466,24.280540278394028,22.769230769230774,Democrat,0
2016,GA,14,"GRAVES, Tom",0.724,NA,77.2399588053553,Republican,1
2016,GA,7,"WOODALL, Rob",0.601,60.3816844201026,53.284671532846716,Republican,1
2016,GA,8,"SCOTT, Austin",0.571,67.6429193493204,64.79017400204708,Republican,1
2016,GA,9,"COLLINS, Doug",0.616,NA,80.12358393408857,Republican,1
2016,GA,1,"CARTER, Buddy",0.585,NA,57.965056526207604,Republican,1
2016,GA,10,"HICE, Jody Brownlow",0.789,NA,63.1307929969104,Republican,1
2016,GA,11,"LOUDERMILK, Barry D.",0.688,67.40577388206039,63.07531380753138,Republican,1
2016,GA,12,"ALLEN, Rick W.",0.676,61.600852799406745,58.29918032786885,Republican,1
2016,GA,3,"FERGUSON, Anderson Drew IV",0.626,68.34659797418755,66.22039134912461,Republican,1
2016,GA,6,"HANDEL, Karen",0.493,61.68248953236913,50.78864353312303,Republican,1
2016,GA,2,"BISHOP, Sanford Dixon, Jr.",-0.282,38.77015156698915,44.04883011190234,Democrat,0
2016,HI,1,"HANABUSA, Colleen",-0.37,24.014630960156765,32.58547008547008,Democrat,0
2016,HI,2,"GABBARD, Tulsi",-0.279,18.843223317942574,32.527472527472526,Democrat,0
2016,ID,1,"LABRADOR, Raúl R.",0.735,68.18161349154526,71.49270482603816,Republican,1
2016,ID,2,"SIMPSON, Michael K.",0.296,68.1507940723429,64.65005931198101,Republican,1
2016,IL,3,"LIPINSKI, Daniel",-0.23,NA,41.95583596214511,Democrat,0
2016,IL,6,"ROSKAM, Peter",0.429,59.22401503921669,46.25267665952891,Republican,1
2016,IL,11,"FOSTER, Bill",-0.227,39.55213319156812,37.539766702014845,Democrat,0
2016,IL,5,"QUIGLEY, Mike",-0.321,28.83061819543643,25.317796610169495,Democrat,0
2016,IL,16,"KINZINGER, Adam",0.273,NA,59.16844349680171,Republican,1
2016,IL,14,"HULTGREN, Randy",0.49,59.30487404502258,52.085561497326204,Republican,1
2016,IL,10,"SCHNEIDER, Brad",-0.17,47.394831625695005,34.46088794926004,Democrat,0
2016,IL,13,"DAVIS, Rodney",0.287,59.66494271519176,52.92864749733759,Republican,1
2016,IL,17,"BUSTOS, Cheri",-0.237,39.69198935443867,50.37194473963868,Democrat,0
2016,IL,2,"KELLY, Robin L.",-0.459,20.19237951664053,19.670442842430475,Democrat,0
2016,IL,12,"BOST, Mike",0.272,57.77134272760025,57.773109243697476,Republican,1
2016,IL,18,"LaHOOD, Darin",0.464,72.1345557999977,64.53674121405751,Republican,1
2016,IL,8,"KRISHNAMOORTHI, S. Raja",-0.311,41.68507187081357,38.51851851851852,Democrat,0
2016,IL,1,"RUSH, Bobby L.",-0.478,25.9034237337504,22.10743801652893,Democrat,0
2016,IL,4,"GUTIÉRREZ, Luis V.",-0.487,NA,13.850996852046165,Democrat,0
2016,IL,7,"DAVIS, Danny K.",-0.486,15.760456657231416,9.523809523809533,Democrat,0
2016,IL,15,"SHIMKUS, John M.",0.374,NA,74.26470588235294,Republican,1
2016,IL,9,"SCHAKOWSKY, Janice D.",-0.607,33.51628851849132,26.21052631578948,Democrat,0
2016,IN,1,"VISCLOSKY, Peter",-0.402,NA,43.41004184100418,Democrat,0
2016,IN,7,"CARSON, André",-0.43,37.3056339975118,38.02521008403362,Democrat,0
2016,IN,4,"ROKITA, Todd",0.602,67.94300729270589,68.04232804232804,Republican,1
2016,IN,8,"BUCSHON, Larry",0.404,66.784080154274207,67.64397905759162,Republican,1
2016,IN,2,"WALORSKI, Jackie",0.428,61.61248481758611,62.15932914046122,Republican,1
2016,IN,5,"BROOKS, Susan",0.358,64.1854103167672,56.25,Republican,1
2016,IN,6,"MESSER, Luke",0.563,72.14095861716922,71.1882229232387,Republican,1
2016,IN,3,"BANKS, James E.",0.63,75.31102876011053,68.38235294117646,Republican,1
2016,IN,9,"HOLLINGSWORTH, Joseph Albert III",0.407,57.230091219247065,64.11332633788038,Republican,1
2016,IA,4,"KING, Steve",0.61,61.323138010126804,64.51271186440678,Republican,1
2016,IA,2,"LOEBSACK, Dave",-0.276,46.260121676625964,52.17853347502656,Democrat,0
2016,IA,1,"BLUM, Rod",0.527,53.83808735747035,51.863684771033014,Republican,1
2016,IA,3,"YOUNG, David",0.442,57.37018701870187,51.8716577540107,Republican,1
2016,KS,2,"JENKINS, Lynn",0.523,65.17398621919818,59.87124463519313,Republican,1
2016,KS,3,"YODER, Kevin",0.558,55.82293655374506,49.35622317596567,Republican,1
2016,KS,4,"POMPEO, Mike",0.66,67.2043075660079,64.59227467811158,Republican,1
2016,KS,1,"MARSHALL, Roger Wayne",0.527,NA,74.03846153846153,Republican,1
2016,KS,4,"ESTES, Ron",0.598,67.2043075660079,64.59227467811158,Republican,1
2016,KY,5,"ROGERS, Harold Dallas (Hal)",0.336,NA,81.97734294541709,Republican,1
2016,KY,3,"YARMUTH, John",-0.378,36.500804199776375,42.088607594936704,Democrat,0
2016,KY,2,"GUTHRIE, Brett",0.417,NA,70.97791798107255,Republican,1
2016,KY,6,"BARR, Garland H. (Andy) IV",0.492,61.089028404573995,58.12964930924548,Republican,1
2016,KY,1,"COMER, James",0.641,72.64195480615665,75.18172377985462,Republican,1
2016,KY,4,"MASSIE, Thomas",0.68,71.32050965434605,68.99470899470899,Republican,1
2016,LA,1,"SCALISE, Steve",0.563,NA,72.0125786163522,Republican,1
2016,LA,2,"RICHMOND, Cedric",-0.483,NA,22.933884297520663,Democrat,0
2016,LA,5,"ABRAHAM, Ralph",0.534,NA,65.06147540983606,Republican,1
2016,LA,6,"GRAVES, Garret",0.462,NA,67.64091858037578,Republican,1
2016,LA,3,"HIGGINS, Clay",0.565,NA,69.74093264248705,Republican,1
2016,LA,4,"JOHNSON, Mike",0.557,65.22631747904053,62.34567901234568,Republican,1
2016,ME,1,"PINGREE, Chellie",-0.421,41.969575252158165,42.07708779443255,Democrat,0
2016,ME,2,"POLIQUIN, Bruce Lee",0.36,54.80126946604576,55.567567567567565,Republican,1
2016,MD,5,"HOYER, Steny Hamilton",-0.38,30.359681302304253,33.88773388773389,Democrat,0
2016,MD,2,"RUPPERSBERGER, C. A. (Dutch)",-0.295,34.80017641471028,37.16075156576201,Democrat,0
2016,MD,3,"SARBANES, John",-0.468,34.89602290650555,33.78947368421052,Democrat,0
2016,MD,1,"HARRIS, Andy",0.652,70.06840055922079,64.8846960167715,Republican,1
2016,MD,6,"DELANEY, John",-0.276,41.7376768459249,41.57068062827225,Democrat,0
2016,MD,4,"BROWN, Anthony Gregory",-0.342,22.428642817249184,19.814241486068113,Democrat,0
2016,MD,8,"RASKIN, Jamie Ben",-0.546,36.09849757318104,32.35602094240839,Democrat,0
2016,MD,7,"CUMMINGS, Elijah Eugene",-0.438,22.554264998670533,21.35416666666667,Democrat,0
2016,MA,1,"NEAL, Richard Edmund",-0.417,NA,38.95410885805763,Democrat,0
2016,MA,8,"LYNCH, Stephen F.",-0.35,27.48907730299682,36.28691983122363,Democrat,0
2016,MA,3,"TSONGAS, Nicola S. (Niki)",-0.396,31.23445815612726,37.82051282051282,Democrat,0
2016,MA,9,"KEATING, William R.",-0.328,37.63416795988139,44.32661717921527,Democrat,0
2016,MA,4,"KENNEDY, Joseph P. III",-0.423,29.839420605049654,37.15498938428875,Democrat,0
2016,MA,5,"CLARK, Katherine M.",-0.487,NA,27.05263157894737,Democrat,0
2016,MA,6,"MOULTON, Seth",-0.286,NA,40.50901378579004,Democrat,0
2016,MA,2,"McGOVERN, James P.",-0.539,NA,39.56989247311828,Democrat,0
2016,MA,7,"CAPUANO, Michael Everett",-0.58,NA,12.395833333333329,Democrat,0
2016,MI,13,"CONYERS, John, Jr.",-0.658,16.940646520024075,18.679050567595468,Democrat,0
2016,MI,9,"LEVIN, Sander Martin",-0.379,39.238522449923614,45.903361344537814,Democrat,0
2016,MI,6,"UPTON, Frederick Stephen",0.335,61.6969789840984,54.458598726114644,Republican,1
2016,MI,7,"WALBERG, Tim",0.517,57.90230923158599,59.00423728813559,Republican,1
2016,MI,2,"HUIZENGA, Bill",0.591,65.81252961452343,59.36170212765957,Republican,1
2016,MI,3,"AMASH, Justin",0.654,61.31889319013692,55.01066098081024,Republican,1
2016,MI,5,"KILDEE, Dan",-0.395,36.47004857164236,47.794117647058826,Democrat,0
2016,MI,4,"MOOLENAAR, John",0.398,65.76733401160728,63.16348195329087,Republican,1
2016,MI,8,"BISHOP, Michael Dean",0.451,58.84866349951348,53.544973544973544,Republican,1
2016,MI,11,"TROTT, David A.",0.369,56.850619670395915,52.31578947368421,Republican,1
2016,MI,12,"DINGELL, Debbie",-0.409,31.255162903844777,36.20146904512067,Democrat,0
2016,MI,14,"LAWRENCE, Brenda L",-0.444,19.224253733812432,18.769230769230774,Democrat,0
2016,MI,1,"BERGMAN, John",0.43,57.81076901941183,61.26984126984127,Republican,1
2016,MI,10,"MITCHELL, Paul",0.424,66.14480205630235,66.8763102725367,Republican,1
2016,MI,13,"JONES, Brenda",-0.565,16.940646520024075,18.679050567595468,Democrat,0
2016,MN,8,"NOLAN, Richard Michael",-0.372,49.71798521563112,58.40517241379311,Democrat,0
2016,MN,4,"McCOLLUM, Betty",-0.418,37.31743188286041,33.22475570032573,Democrat,0
2016,MN,1,"WALZ, Tim",-0.275,49.62038140643623,58.12431842966193,Democrat,0
2016,MN,5,"ELLISON, Keith",-0.537,24.396293070073554,20.0650759219089,Democrat,0
2016,MN,3,"PAULSEN, Erik",0.402,56.8609808319739,44.90238611713665,Republican,1
2016,MN,6,"EMMER, Thomas Earl II",0.461,65.67742223511948,63.95222584147665,Republican,1
2016,MN,2,"LEWIS, Jason Mark",0.506,50.97499157595558,50.65359477124183,Republican,1
2016,MN,7,"PETERSON, Collin Clark",-0.149,47.48336817520368,66.59482758620689,Democrat,0
2016,MS,3,"HARPER, Gregg",0.384,68.55241155662307,62.48725790010194,Republican,1
2016,MS,4,"PALAZZO, Steven",0.522,70.05540358848347,71.10655737704919,Republican,1
2016,MS,1,"KELLY, Trent",0.627,71.09282993918775,66.87116564417178,Republican,1
2016,MS,2,"THOMPSON, Bennie",-0.516,30.28145785381591,35.56231003039514,Democrat,0
2016,MO,6,"GRAVES, Samuel",0.442,70.51230477993374,66.56118143459915,Republican,1
2016,MO,1,"CLAY, William Lacy, Jr.",-0.481,20.925103517769017,19.624217118997905,Democrat,0
2016,MO,5,"CLEAVER, Emanuel, II",-0.454,39.35021952902202,42.87222808870116,Democrat,0
2016,MO,3,"LUETKEMEYER, Blaine",0.437,70.83224665207679,70.48319327731092,Republican,1
2016,MO,4,"HARTZLER, Vicky",0.466,70.89580882029082,69.02748414376322,Republican,1
2016,MO,7,"LONG, Billy",0.544,71.14432194320699,74.02733964248159,Republican,1
2016,MO,2,"WAGNER, Ann",0.452,60.84704119021333,55.42676501580611,Republican,1
2016,MO,8,"SMITH, Jason",0.595,76.64817662382714,78.21576763485477,Republican,1
2016,MT,1,"ZINKE, Ryan",0.412,58.08495003836939,61.11,Republican,1
2016,MT,1,"GIANFORTE, Greg",0.43,58.08495003836939,61.11,Republican,1
2016,NE,1,"FORTENBERRY, Jeff",0.301,69.45263835923261,69.82570806100217,Republican,1
2016,NE,3,"SMITH, Adrian",0.515,NA,71.10655737704919,Republican,1
2016,NE,2,"BACON, Donald J.",0.417,50.62152812665968,62.48725790010194,Republican,1
2016,NV,1,"TITUS, Alice (Dina)",-0.302,31.734334635729397,34.60721868365181,Democrat,0
2016,NV,2,"AMODEI, Mark E.",0.381,61.21890897392073,56.70665212649945,Republican,1
2016,NV,4,"KIHUEN, Ruben Jesus",-0.397,47.84544281942316,47.39638682252922,Democrat,0
2016,NV,3,"ROSEN, Jacklyn Sheryl",-0.27,49.31969150606463,50.53191489361702,Democrat,0
2016,NH,1,"SHEA-PORTER, Carol",-0.315,49.23196431703711,50.843881856540094,Democrat,0
2016,NH,2,"KUSTER, Ann McLane",-0.254,47.667138861210816,48.73684210526316,Democrat,0
2016,NJ,4,"SMITH, Christopher Henry",0.164,65.52589606953426,57.64462809917355,Republican,1
2016,NJ,6,"PALLONE, Frank, Jr.",-0.404,35.37603491876537,41.94214876033058,Democrat,0
2016,NJ,8,"SIRES, Albio",-0.405,19.355360028730473,22.11934156378601,Democrat,0
2016,NJ,7,"LANCE, Leonard",0.329,55.63738257324017,49.42767950052029,Republican,1
2016,NJ,1,"NORCROSS, Donald",-0.427,38.01785406215433,37.331954498448816,Democrat,0
2016,NJ,3,"MacARTHUR, Thomas Charles",0.206,60.4106518648214,53.20910973084886,Republican,1
2016,NJ,12,"WATSON COLEMAN, Bonnie",-0.626,33.74525721505859,32.85123966942149,Democrat,0
2016,NJ,5,"GOTTHEIMER, Josh S.",-0.135,47.74477181275112,50.5699481865285,Democrat,0
2016,NJ,2,"LoBIONDO, Frank A.",0.211,61.40415633618408,52.38095238095238,Republican,1
2016,NJ,11,"FRELINGHUYSEN, Rodney P.",0.292,59.88362237680337,50.465356773526366,Republican,1
2016,NJ,9,"PASCRELL, William J., Jr.",-0.366,28.671420677314956,33.983572895277206,Democrat,0
2016,NJ,10,"PAYNE, Donald, Jr.",-0.516,12.171776204982834,13.061224489795919,Democrat,0
2016,NM,2,"PEARCE, Stevan",0.472,62.739620628904426,55.666666666666664,Republican,1
2016,NM,3,"LUJÁN, Ben Ray",-0.367,37.582954686802616,41.46892655367232,Democrat,0
2016,NM,1,"LUJAN GRISHAM, Michelle",-0.313,34.85269834188951,40.484429065743946,Democrat,0
2016,NY,25,"SLAUGHTER, Louise McIntosh",-0.465,43.81142506142506,41.33192389006342,Democrat,0
2016,NY,16,"ENGEL, Eliot Lance",-0.408,NA,23.0532786885246,Democrat,0
2016,NY,17,"LOWEY, Nita M.",-0.389,NA,39.58762886597938,Democrat,0
2016,NY,26,"HIGGINS, Brian",-0.347,25.419342769844732,39.74895397489539,Democrat,0
2016,NY,9,"CLARKE, Yvette Diane",-0.613,NA,14.708886618998989,Democrat,0
2016,NY,20,"TONKO, Paul",-0.421,32.10680809156072,42.857142857142854,Democrat,0
2016,NY,23,"REED, Thomas W. II",0.281,57.59313960391083,57.8556263269639,Republican,1
2016,NY,6,"MENG, Grace",-0.378,27.050122112193577,33.0246913580247,Democrat,0
2016,NY,8,"JEFFRIES, Hakeem",-0.487,NA,13.761467889908246,Democrat,0
2016,NY,18,"MALONEY, Sean Patrick",-0.237,44.39125824814963,50.988553590010405,Democrat,0
2016,NY,27,"COLLINS, Chris",0.357,67.19609877189194,62.90832455216017,Republican,1
2016,NY,1,"ZELDIN, Lee M",0.387,58.21877403274476,56.359875904860395,Republican,1
2016,NY,4,"RICE, Kathleen Maura",-0.283,40.45142069284688,45.06172839506172,Democrat,0
2016,NY,21,"STEFANIK, Elise M",0.218,68.40532672939892,57.40149094781683,Republican,1
2016,NY,24,"KATKO, John",0.203,60.55679073296643,48.08917197452229,Republican,1
2016,NY,11,"DONOVAN, Daniel M., Jr.",0.227,62.63787791805987,55.030800821355236,Republican,1
2016,NY,13,"ESPAILLAT, Adriano J.",-0.617,7.205653811530652,5.5271238485158705,Democrat,0
2016,NY,19,"FASO, John J.",0.234,54.281949934123844,53.854276663146784,Republican,1
2016,NY,3,"SUOZZI, Thomas",-0.208,47.135361684024765,46.858908341915544,Democrat,0
2016,NY,22,"TENNEY, Claudia",0.275,53.113946904107344,58.23591923485654,Republican,1
2016,NY,25,"MORELLE, Joseph D.",-0.313,43.81142506142506,41.33192389006342,Democrat,0
2016,NY,15,"SERRANO, José E.",-0.491,3.5671673932148735,4.964539007092199,Democrat,0
2016,NY,2,"KING, Peter T.",0.26,62.05497323932569,54.69556243550052,Republican,1
2016,NY,10,"NADLER, Jerrold Lewis",-0.508,21.872817063859515,19.36148300720906,Democrat,0
2016,NY,7,"VELÁZQUEZ, Nydia M.",-0.547,9.217187697759783,10.688591983556023,Democrat,0
2016,NY,12,"MALONEY, Carolyn Bosher",-0.387,16.815996949849534,13.946280991735534,Democrat,0
2016,NY,5,"MEEKS, Gregory W.",-0.413,13.166151021065318,12.90650406504065,Democrat,0
2016,NY,14,"CROWLEY, Joseph",-0.412,17.147396312846652,20.307692307692307,Democrat,0
2016,NC,4,"PRICE, David Eugene",-0.343,31.782165888152832,29.253112033195023,Democrat,0
